#ElemNo	N1	N2	N3	N4	nMat	bActive	Pt1    Pt2
181	229	230	205	204	1	1	1	1
182	221	234	233	220	1	1	1	1
183	174	206	208	176	1	1	1	1
184	206	205	230	231	1	1	1	1
185	231	232	208	206	1	1	1	1
186	228	227	213	215	1	1	1	1
187	226	227	202	201	1	1	1	1
188	202	227	228	203	1	1	1	1
189	197	198	207	224	1	1	1	1
190	219	220	233	232	1	1	1	1
191	189	190	221	220	1	1	1	1
192	228	229	204	203	1	1	1	1
193	192	214	223	194	1	1	1	1
194	163	198	197	162	1	1	1	1
195	226	225	209	211	1	1	1	1
196	216	229	228	215	1	1	1	1
197	217	230	229	216	1	1	1	1
198	218	231	230	217	1	1	1	1
199	223	214	212	234	1	1	1	1
200	213	227	226	211	1	1	1	1
201	200	225	226	201	1	1	1	1
202	219	232	231	218	1	1	1	1
203	207	209	225	224	1	1	1	1
